seq_length,hidden_size,dropout,lr,batch_size,num_layers,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio,county
9,32,0.1,0.0001,6,1,9.911277480529222,2.1058892080059004,-7.805388272523322,0.5258909172478524,1.7517647756513988,0.30020635450458716,Kern
12,16,0.0,0.005,4,1,6.624959685015424,2.114589676690511,-4.510370008324914,0.21717936625088274,0.3211675795005199,0.6762182116533689,Kern
9,16,0.1,0.0001,6,2,10.501870135246977,2.1152130104278815,-8.386657124819095,1.1642208943726369,1.7517647756513988,0.6645988722656659,Kern
9,64,0.0,0.005,4,1,4.13736812365352,2.115443031938748,-2.0219250917147717,3.1620545946439167,1.7517647756513988,1.805068031161945,Kern
6,16,0.4,0.001,8,2,5.870884638928958,2.121778270692145,-3.749106368236813,2.7315195181353165,4.662766479788639,0.5858152086267754,Kern
12,8,0.3,0.005,8,2,2.9227480096982803,2.123191635185757,-0.7995563745125231,1.6049811763289736,0.3211675795005199,4.997332479277771,Kern
6,8,0.4,0.001,8,2,8.186074907084882,2.1237050180089123,-6.062369889075969,4.9912448942275836,4.662766479788639,1.0704471081412241,Kern
9,32,0.2,0.0001,6,2,9.50480632682688,2.1327806597848875,-7.372025667041993,0.18865916282513498,1.7517647756513988,0.10769662996276513,Kern
9,64,0.2,0.0001,4,2,5.456086258650243,2.1335306314041236,-3.32255562724612,2.7785984133038593,1.7517647756513988,1.5861709585241714,Kern
12,8,0.4,0.005,6,1,3.4335561616307966,2.1363071865329712,-1.2972489750978253,1.0900004152323874,0.3211675795005199,3.3938681386444953,Kern
6,16,0.4,0.0001,4,2,10.351576483662937,2.1421436833379195,-8.209432800325018,2.829071234707342,4.662766479788639,0.6067366330632931,Kern
9,8,0.1,0.0005,6,1,9.290114360837581,2.142483339859694,-7.147631020977887,1.0954756810074717,1.7517647756513988,0.6253554679452417,Kern
6,64,0.2,0.0001,4,2,8.390483846027607,2.1524117801054503,-6.2380720659221565,4.442618749797416,4.662766479788639,0.9527860271481573,Kern
12,8,0.0,0.0001,6,2,10.695767834309516,2.1603201836356356,-8.53544765067388,0.6113952259746341,0.3211675795005199,1.9036642083409432,Kern
6,64,0.3,0.0001,4,2,8.284327528783331,2.1727701543019884,-6.111557374481343,3.376269928511169,4.662766479788639,0.724091575923016,Kern
6,8,0.2,0.001,8,1,6.455337579066711,2.174386360155075,-4.280951218911636,3.9588756166715853,4.662766479788639,0.8490400782093294,Kern
9,16,0.3,0.0001,8,2,10.88691125076771,2.1784903616231013,-8.708420889144609,0.22916623226429825,1.7517647756513988,0.13082020796946447,Kern
12,8,0.2,0.0001,6,2,11.5876954921143,2.180148382255929,-9.40754710985837,0.14183473337436148,0.3211675795005199,0.4416222010793959,Kern
9,32,0.3,0.0001,6,1,10.056398893753862,2.1802544538128656,-7.876144439940996,0.3674334921594696,1.7517647756513988,0.20975047407425942,Kern
9,16,0.4,0.0001,6,1,10.691511411016966,2.180762940838521,-8.510748470178445,0.3734395371685881,1.7517647756513988,0.21317904227736484,Kern
6,64,0.2,0.0001,6,1,9.071701022154524,2.1818699320607506,-6.889831090093773,3.242242643285785,4.662766479788639,0.695347420322185,Kern
6,8,0.0,0.001,6,2,8.909112160488743,2.1992583201933145,-6.709853840295429,2.6130697142998356,4.662766479788639,0.5604118768603409,Kern
12,8,0.3,0.005,6,2,3.7468186279674907,2.2024377517495775,-1.5443808762179132,1.5041401440580726,0.3211675795005199,4.68334987733604,Kern
12,8,0.3,0.005,8,1,4.525491085503069,2.220680575190059,-2.3048105103130103,1.0436264473280854,0.3211675795005199,3.2494763293080022,Kern
12,16,0.3,0.001,8,2,6.349658082898525,2.231672663533099,-4.117985419365427,0.07899651096302203,0.3211675795005199,0.24596664173226163,Kern
9,32,0.0,0.0001,8,2,9.672574613722741,2.232352787427751,-7.44022182629499,0.6702914006323093,1.7517647756513988,0.3826377890165416,Kern
6,8,0.0,0.0005,4,1,8.612920528342636,2.2346587781365725,-6.378261750206064,3.4930920437247033,4.662766479788639,0.7491458255235299,Kern
9,16,0.0,0.0001,4,2,10.196625502526702,2.2352920322732763,-7.961333470253425,0.8411597520259019,1.7517647756513988,0.48017848270360053,Kern
9,8,0.1,0.005,6,2,4.375553947967733,2.240647166362813,-2.13490678160492,1.1154680336464755,1.7517647756513988,0.6367681604008081,Kern
9,16,0.3,0.0005,6,2,6.906458244539133,2.241522783769577,-4.664935460769556,1.992478834680089,1.7517647756513988,1.1374123183514637,Kern
12,32,0.0,0.0001,8,1,10.148776192592576,2.2503772786916736,-7.898398913900903,0.03490855335408591,0.3211675795005199,0.10869264390999778,Kern
12,64,0.0,0.005,4,1,4.835596925919523,2.253278687485733,-2.58231823843379,0.27292424289476924,0.3211675795005199,0.849787650793462,Kern
