feature,pfi,run,county
AQI_PM25,0.29257890054654295,33,Kern
cv_mentions_rate,0.07578660407804655,33,Kern
EARTHQUAKE_Total,0.04509725058274633,33,Kern
risk_mentions_rate,0.02434252160460043,33,Kern
PESTICIDE_Total,0.02297759988571557,33,Kern
PRECIP,0.008665308653168502,33,Kern
WIND_RunMiles,0.0073789594466472375,33,Kern
WIND_AvgMPH,0.0022346018134951073,33,Kern
Num_Articles,-0.014821648287806799,33,Kern
AQI_PM10,-0.0223497579988286,33,Kern
AQI_PM10,0.06516528865431098,34,Kern
risk_mentions_rate,0.0637410181419042,34,Kern
cv_mentions_rate,0.03464305664176476,34,Kern
PESTICIDE_Total,0.03442145035367383,34,Kern
PRECIP,0.017518577169086558,34,Kern
AQI_PM25,0.011677822308682195,34,Kern
EARTHQUAKE_Total,0.0032781948563934127,34,Kern
WIND_RunMiles,-0.047665507271955065,34,Kern
Num_Articles,-0.103616813220056,34,Kern
WIND_AvgMPH,-0.10854105094729455,34,Kern
PESTICIDE_Total,0.16025496597654915,35,Kern
AQI_PM10,0.11572386987957772,35,Kern
AQI_PM25,0.07416563694683442,35,Kern
EARTHQUAKE_Total,0.06557969820513626,35,Kern
risk_mentions_rate,0.05322315338623984,35,Kern
cv_mentions_rate,0.03810835578927513,35,Kern
PRECIP,0.008840944911426785,35,Kern
Num_Articles,-0.022795443363937518,35,Kern
WIND_AvgMPH,-0.02581985075892021,35,Kern
WIND_RunMiles,-0.051768892475918676,35,Kern
PESTICIDE_Total,0.10094210182064667,36,Kern
AQI_PM10,0.08261022077529612,36,Kern
EARTHQUAKE_Total,0.03943226819941603,36,Kern
cv_mentions_rate,0.02767536072723753,36,Kern
PRECIP,0.02668671785785104,36,Kern
AQI_PM25,0.016305233708542977,36,Kern
risk_mentions_rate,-0.011764385313673076,36,Kern
WIND_AvgMPH,-0.03648426348163014,36,Kern
WIND_RunMiles,-0.06570088979020583,36,Kern
Num_Articles,-0.1646618606625767,36,Kern
PESTICIDE_Total,0.09513440861873884,37,Kern
risk_mentions_rate,0.06524908992115502,37,Kern
PRECIP,0.05690375282517751,37,Kern
EARTHQUAKE_Total,0.039477918876570095,37,Kern
cv_mentions_rate,0.030148173800778777,37,Kern
AQI_PM10,0.010197057735549186,37,Kern
WIND_RunMiles,-0.00905086660071408,37,Kern
WIND_AvgMPH,-0.02842280079189269,37,Kern
AQI_PM25,-0.03823112883936064,37,Kern
Num_Articles,-0.11931500350375285,37,Kern
AQI_PM10,0.11776322780511916,38,Kern
risk_mentions_rate,0.06349881697257331,38,Kern
cv_mentions_rate,0.04012318199919945,38,Kern
EARTHQUAKE_Total,0.039305923245116614,38,Kern
PESTICIDE_Total,0.01515972012523098,38,Kern
AQI_PM25,0.013547097141229203,38,Kern
