county,seq_length,hidden_size,dropout,lr,batch_size,num_layers,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio,num_features,train_size,test_size
Kern,12.0,64.0,0.3,0.0005,4.0,2.0,9.866641998291016,0.08570816367864609,-9.78093383461237,0.41982710361480713,0.32116708159446716,1.3071921989343742,7,73,14
