county,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio
Kern,9.866641998291016,0.08570816367864609,-9.78093383461237,0.41982710361480713,0.32116708159446716,1.3071921989343742
