county,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio
Fresno,0.425223708152771,0.06129132956266403,-0.36393237859010696,0.39221182465553284,0.3633994162082672,1.0792857862786247
