county,seq_length,hidden_size,dropout,lr,batch_size,num_layers,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio,num_features,train_size,test_size
Fresno,12.0,16.0,0.0,0.005,4.0,2.0,0.425223708152771,0.06129132956266403,-0.36393237859010696,0.39221182465553284,0.3633994162082672,1.0792857862786247,8,73,14
