train_dates,train_actuals,train_predictions,test_dates,test_actuals,test_predictions,train_rmse,test_rmse
2009-04-01,3.734323366236633,3.725738636813207,2014-11-01,5.109751744705202,7.890821619114167,3.536334143405664,3.6163298591025934
2009-05-01,4.216171560464841,3.913114161616638,2014-12-01,6.699452451423772,10.387131826936885,3.536334143405664,3.6163298591025934
2009-06-01,7.950494986337066,7.476358844386313,2015-01-01,8.970453489112835,8.979771583632534,3.536334143405664,3.6163298591025934
2009-07-01,9.155115454234592,8.17859303083322,2015-02-01,12.37695388712174,9.445895174615751,3.536334143405664,3.6163298591025934
2009-08-01,9.636963523869088,9.716789771728488,2015-03-01,15.329255727116507,12.251218305994861,3.536334143405664,3.6163298591025934
2009-09-01,8.311880788183492,8.841149849700813,2015-04-01,16.91895558701032,13.596710552863286,3.536334143405664,3.6163298591025934
2009-10-01,6.98679841608153,7.62854376758503,2015-05-01,16.237655325720002,11.079285049642731,3.536334143405664,3.6163298591025934
2009-11-01,6.384488398729219,6.424088626388073,2015-06-01,15.783455778995828,10.111609529177013,3.536334143405664,3.6163298591025934
2009-12-01,4.9389437760067185,6.050071645178105,,,,3.536334143405664,3.6163298591025934
2010-01-01,12.00150639980474,7.787631922491091,,,,3.536334143405664,3.6163298591025934
2010-02-01,5.584859580471151,7.362810778639012,,,,3.536334143405664,3.6163298591025934
2010-03-01,8.199049170828665,7.113848721965857,,,,3.536334143405664,3.6163298591025934
2010-04-01,6.535473910182454,6.138330662016992,,,,3.536334143405664,3.6163298591025934
2010-05-01,6.060166691039232,6.319060957299448,,,,3.536334143405664,3.6163298591025934
2010-06-01,7.961395421565135,7.753070182418636,,,,3.536334143405664,3.6163298591025934
2010-07-01,10.337931192474944,12.301338792478049,,,,3.536334143405664,3.6163298591025934
2010-08-01,24.715973520978196,18.36550718517145,,,,3.536334143405664,3.6163298591025934
2010-09-01,33.86563581314203,30.734507122772314,,,,3.536334143405664,3.6163298591025934
2010-10-01,52.640272065839554,38.48084412869751,,,,3.536334143405664,3.6163298591025934
2010-11-01,33.98446352792925,30.79548347559431,,,,3.536334143405664,3.6163298591025934
2010-12-01,25.547762883219374,26.316915963370807,,,,3.536334143405664,3.6163298591025934
2011-01-01,25.65819788987659,18.547992351317646,,,,3.536334143405664,3.6163298591025934
2011-02-01,12.358306380685473,12.631423989885889,,,,3.536334143405664,3.6163298591025934
2011-03-01,14.123778567657217,12.783254209662426,,,,3.536334143405664,3.6163298591025934
2011-04-01,15.889249858004256,14.992638392452061,,,,3.536334143405664,3.6163298591025934
2011-05-01,19.655593045228983,17.13217303283054,,,,3.536334143405664,3.6163298591025934
2011-06-01,19.420195824850776,19.862590299789595,,,,3.536334143405664,3.6163298591025934
2011-07-01,28.600649835174654,22.64912898167638,,,,3.536334143405664,3.6163298591025934
2011-08-01,35.780239754527,27.637628257059678,,,,3.536334143405664,3.6163298591025934
2011-09-01,39.31118227557919,30.743449917905657,,,,3.536334143405664,3.6163298591025934
2011-10-01,38.25189701138197,31.5076605791948,,,,3.536334143405664,3.6163298591025934
2011-11-01,29.777633157365248,27.108443467184195,,,,3.536334143405664,3.6163298591025934
2011-12-01,23.304235854654472,23.334558167739505,,,,3.536334143405664,3.6163298591025934
2012-01-01,22.89294429274515,24.13814580195904,,,,3.536334143405664,3.6163298591025934
2012-02-01,27.681774587835097,22.419958394857392,,,,3.536334143405664,3.6163298591025934
2012-03-01,20.790532361900556,20.382033494304046,,,,3.536334143405664,3.6163298591025934
2012-04-01,16.819305224524935,17.48691809182325,,,,3.536334143405664,3.6163298591025934
2012-05-01,13.548885460659612,14.211350511103959,,,,3.536334143405664,3.6163298591025934
2012-06-01,16.58570376402554,13.505305728393635,,,,3.536334143405664,3.6163298591025934
2012-07-01,16.46890481222975,15.546252994137665,,,,3.536334143405664,3.6163298591025934
2012-08-01,19.03851899339431,15.493867436572552,,,,3.536334143405664,3.6163298591025934
2012-09-01,17.870513196857882,17.274077190183746,,,,3.536334143405664,3.6163298591025934
2012-10-01,16.819305224524935,15.464238415178365,,,,3.536334143405664,3.6163298591025934
2012-11-01,17.16970873826542,13.905647266555524,,,,3.536334143405664,3.6163298591025934
2012-12-01,11.329671301465787,13.983180568613202,,,,3.536334143405664,3.6163298591025934
2013-01-01,14.330637301707682,12.976998361631827,,,,3.536334143405664,3.6163298591025934
2013-02-01,11.903675107335694,12.055948945979509,,,,3.536334143405664,3.6163298591025934
2013-03-01,11.672535334863364,13.707516073992988,,,,3.536334143405664,3.6163298591025934
2013-04-01,14.908486122605195,16.40314443064912,,,,3.536334143405664,3.6163298591025934
2013-05-01,21.14924671404276,18.514212779917397,,,,3.536334143405664,3.6163298591025934
2013-06-01,15.833044041820346,13.455102901446399,,,,3.536334143405664,3.6163298591025934
2013-07-01,16.526462491676224,10.047296332376437,,,,3.536334143405664,3.6163298591025934
2013-08-01,15.717473299757486,10.582623515492013,,,,3.536334143405664,3.6163298591025934
2013-09-01,14.792915301934599,12.791131025995139,,,,3.536334143405664,3.6163298591025934
2013-10-01,18.26000758314958,14.991817346112674,,,,3.536334143405664,3.6163298591025934
2013-11-01,20.57140100914826,16.47763268668868,,,,3.536334143405664,3.6163298591025934
2013-12-01,15.717473299757486,14.456439277443696,,,,3.536334143405664,3.6163298591025934
2014-01-01,14.201064432480214,13.869725634595605,,,,3.536334143405664,3.6163298591025934
2014-02-01,12.139618984124331,10.90843227697907,,,,3.536334143405664,3.6163298591025934
2014-03-01,6.7569579560361195,7.888338618313762,,,,3.536334143405664,3.6163298591025934
2014-04-01,6.7569579560361195,6.837577687234264,,,,3.536334143405664,3.6163298591025934
2014-05-01,7.902205023215699,7.5678278305121784,,,,3.536334143405664,3.6163298591025934
2014-06-01,6.527908628910041,7.503899425729556,,,,3.536334143405664,3.6163298591025934
2014-07-01,6.642433105774315,9.020687351010002,,,,3.536334143405664,3.6163298591025934
2014-08-01,8.818402430354183,11.288447806193929,,,,3.536334143405664,3.6163298591025934
2014-09-01,7.673155696908508,8.177357532357306,,,,3.536334143405664,3.6163298591025934
2014-10-01,7.444106369413527,7.163467237951626,,,,3.536334143405664,3.6163298591025934
