county,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio
Kern,8.801376342773438,0.23933273553848267,-8.562043607234955,0.07520683854818344,0.32116708159446716,0.23416733176641677
