seq_length,hidden_size,dropout,lr,batch_size,num_layers,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio
12,64,0.0,0.001,8,1,0.9625447988510132,0.08939120918512344,-0.8731535896658897,0.24442052841186523,0.3633994162082672,0.672594719502207
12,16,0.0,0.005,16,2,0.6498080492019653,0.09491080045700073,-0.5548972487449646,0.2917253077030182,0.3633994162082672,0.8027676839630034
12,64,0.0,0.001,4,2,0.8719694018363953,0.09533553570508957,-0.7766338661313057,0.23455412685871124,0.3633994162082672,0.6454444239511005
12,8,0.1,0.005,16,1,0.836177408695221,0.09904959797859192,-0.737127810716629,0.24687685072422028,0.3633994162082672,0.6793540102517202
12,32,0.3,0.001,16,1,1.3129081726074219,0.11883170902729034,-1.1940764635801315,0.20035213232040405,0.3633994162082672,0.5513276119452558
12,16,0.2,0.005,16,1,1.0195696353912354,0.13378770649433136,-0.885781928896904,0.17713983356952667,0.3633994162082672,0.4874521687949173
12,32,0.0,0.001,8,1,1.0557411909103394,0.1356184482574463,-0.9201227426528931,0.20116066932678223,0.3633994162082672,0.5535525384870057
12,32,0.1,0.005,16,1,0.6564497351646423,0.1524675190448761,-0.5039822161197662,0.27779054641723633,0.3633994162082672,0.7644221042392436
12,64,0.4,0.001,16,1,1.2778904438018799,0.1529131531715393,-1.1249772906303406,0.15037760138511658,0.3633994162082672,0.41380804337598037
12,8,0.2,0.005,8,1,0.9710513949394226,0.16308815777301788,-0.8079632371664047,0.13366080820560455,0.3633994162082672,0.36780688752951224
12,32,0.0,0.001,16,1,1.1839048862457275,0.16402684152126312,-1.0198780447244644,0.15637964010238647,0.3633994162082672,0.43032441200390925
12,8,0.4,0.005,8,1,1.1380001306533813,0.16448332369327545,-0.9735168069601059,0.14931027591228485,0.3633994162082672,0.4108709845222038
12,32,0.0,0.005,8,1,0.49930980801582336,0.17067143321037292,-0.32863837480545044,0.18025903403759003,0.3633994162082672,0.4960355630683845
12,64,0.0,0.005,8,2,0.5266005396842957,0.1749267578125,-0.35167378187179565,0.17203634977340698,0.3633994162082672,0.47340843738398175
12,16,0.0,0.005,4,1,1.0680464506149292,0.17638172209262848,-0.8916647285223007,0.16994452476501465,0.3633994162082672,0.46765216779439744
12,64,0.0,0.001,16,2,1.0180436372756958,0.17731621861457825,-0.8407274186611176,0.12882909178733826,0.3633994162082672,0.35451100370922234
12,8,0.3,0.005,16,1,1.076780915260315,0.17737780511379242,-0.8994031101465225,0.11271820962429047,0.3633994162082672,0.31017718960696056
12,32,0.3,0.0005,4,1,1.2653090953826904,0.18112441897392273,-1.0841846764087677,0.17253823578357697,0.3633994162082672,0.4747895238353764
12,64,0.4,0.005,8,1,0.6584115624427795,0.18737179040908813,-0.4710397720336914,0.10016704350709915,0.3633994162082672,0.27563897749822636
12,32,0.4,0.001,4,2,1.338409185409546,0.19233663380146027,-1.1460725516080856,0.12053611129522324,0.3633994162082672,0.3316904373510138
12,8,0.3,0.001,4,1,1.253900408744812,0.19315886497497559,-1.0607415437698364,0.13902002573013306,0.3633994162082672,0.38255434524545173
