county,train_rmse,test_rmse,rmse_gap,test_pred_std,test_actual_std,test_std_ratio
Fresno,0.9625447988510132,0.08939120918512344,-0.8731535896658897,0.24442052841186523,0.3633994162082672,0.672594719502207
